State,Year,Month,Unemployment_Rate,Labor_Force,Employed,Unemployed
Florida,2014,3,8.8,4093767,3733515,360252
Florida,2018,9,6.7,3789638,3535732,253906
Illinois,2015,3,9.2,1241766,1127523,114243
Ohio,2010,3,3.2,103196,99893,3303
California,2019,6,5.7,3778588,3563208,215380
California,2011,4,2.5,2764649,2695532,69117
Pennsylvania,2017,4,8.8,1881336,1715778,165558
Texas,2022,11,6.7,1250127,1166368,83759
California,2019,3,10.0,2778306,2500475,277831
Illinois,2016,10,11.9,1364008,1201691,162317
New York,2018,5,5.2,3280863,3110258,170605
Illinois,2016,7,4.2,104331,99949,4382
Illinois,2020,9,4.2,4844353,4640890,203463
Illinois,2021,1,8.2,1233243,1132117,101126
Georgia,2014,2,10.0,2152109,1936898,215211
Florida,2013,5,10.9,658745,586941,71804
Florida,2014,12,10.2,4551535,4087278,464257
Georgia,2021,3,5.2,2103369,1993993,109376
Ohio,2022,2,8.1,1565088,1438315,126773
Michigan,2014,1,8.2,4284251,3932942,351309
Florida,2019,7,11.4,1843227,1633099,210128
California,2011,7,10.3,3405141,3054411,350730
Florida,2010,1,9.0,223662,203532,20130
California,2021,7,5.5,1767690,1670467,97223
California,2010,2,3.0,4011451,3891107,120344
Washington,2012,11,10.0,3883112,3494800,388312
Washington,2017,5,7.9,2494820,2297729,197091
Georgia,2023,1,8.8,3946703,3599393,347310
Illinois,2011,5,3.0,1449987,1406487,43500
Georgia,2019,9,8.2,3680885,3379052,301833
Michigan,2021,10,11.4,3095785,2742865,352920
Georgia,2015,2,10.2,191679,172127,19552
Washington,2021,1,6.3,4906540,4597427,309113
Ohio,2021,8,11.4,277476,245843,31633
Texas,2012,6,8.4,3049908,2793715,256193
Texas,2018,2,3.7,3452477,3324735,127742
Illinois,2023,3,10.5,3802085,3402866,399219
Florida,2019,7,11.1,274588,244108,30480
New York,2010,6,5.6,4419050,4171583,247467
Illinois,2017,11,8.5,3546549,3245092,301457
Illinois,2012,10,4.7,2805430,2673574,131856
Illinois,2011,2,8.0,4172091,3838323,333768
New York,2018,5,5.7,2158721,2035673,123048
Pennsylvania,2020,9,7.0,4176773,3884398,292375
Georgia,2017,10,5.0,159072,151118,7954
Illinois,2019,7,7.6,4134941,3820685,314256
Washington,2020,6,3.5,901680,870121,31559
New York,2011,11,6.9,1687138,1570725,116413
Texas,2013,2,7.1,1422014,1321051,100963
Washington,2017,10,10.1,502641,451874,50767
Illinois,2022,3,10.7,3499902,3125412,374490
New York,2012,12,3.0,2292848,2224062,68786
Florida,2010,3,6.1,4361725,4095659,266066
Ohio,2021,5,3.1,2314178,2242438,71740
Ohio,2023,11,9.7,2040483,1842556,197927
Pennsylvania,2015,12,10.7,1361402,1215731,145671
Ohio,2013,4,10.8,2679082,2389741,289341
Illinois,2013,12,5.2,2449465,2322092,127373
Georgia,2019,7,6.6,3210999,2999073,211926
New York,2010,10,7.9,4227436,3893468,333968
Washington,2018,1,7.6,3562511,3291760,270751
Florida,2010,1,10.9,2378845,2119550,259295
Texas,2010,11,6.7,4561835,4256192,305643
Florida,2023,11,8.9,526941,480043,46898
California,2012,6,6.3,2585178,2422311,162867
Texas,2021,7,10.5,3765632,3370240,395392
Michigan,2013,10,8.2,684933,628768,56165
Pennsylvania,2018,6,5.3,2785662,2638021,147641
Illinois,2013,6,3.8,1850866,1780533,70333
Texas,2015,4,9.4,4947384,4482329,465055
Illinois,2011,9,5.4,112120,106065,6055
Pennsylvania,2015,4,10.1,4845920,4356482,489438
Georgia,2012,6,4.0,934030,896668,37362
Illinois,2011,3,9.2,2366598,2148870,217728
California,2020,9,4.3,2559730,2449661,110069
Illinois,2017,3,10.4,4437739,3976214,461525
Florida,2014,3,2.6,3315400,3229199,86201
Michigan,2019,2,9.2,1863796,1692326,171470
Illinois,2022,12,3.2,1762656,1706251,56405
Texas,2012,9,9.2,660846,600048,60798
Florida,2010,8,3.9,3077407,2957388,120019
Illinois,2019,4,8.1,3666568,3369575,296993
Texas,2023,12,4.0,1802424,1730327,72097
Ohio,2018,11,8.6,1046301,956319,89982
Texas,2023,9,9.0,3578192,3256154,322038
California,2010,9,6.8,885890,825649,60241
New York,2016,9,7.2,2703441,2508793,194648
California,2011,1,6.3,4965368,4652549,312819
Washington,2021,8,6.8,4802034,4475495,326539
Pennsylvania,2011,2,4.0,1211766,1163295,48471
California,2017,12,2.7,1411629,1373515,38114
Ohio,2019,1,3.1,3045759,2951340,94419
California,2010,10,9.5,2559507,2316353,243154
Texas,2021,3,2.7,3180202,3094336,85866
Georgia,2019,9,11.9,722207,636264,85943
California,2010,12,5.4,2085500,1972883,112617
Texas,2015,7,11.0,1075924,957572,118352
Michigan,2019,6,5.0,2611902,2481306,130596
Michigan,2019,9,4.8,2790543,2656596,133947
Michigan,2021,5,11.2,3971018,3526263,444755
Ohio,2013,5,11.1,3198350,2843333,355017
Illinois,2016,10,9.2,3677643,3339299,338344
Georgia,2017,3,6.4,217408,203493,13915
Georgia,2010,9,5.6,1740913,1643421,97492
Michigan,2011,10,7.8,417798,385209,32589
Michigan,2015,10,11.2,886796,787474,99322
Illinois,2016,9,3.7,2092834,2015399,77435
New York,2010,5,9.9,4019736,3621782,397954
New York,2017,6,7.3,4276852,3964641,312211
California,2013,3,3.5,772225,745197,27028
New York,2020,6,5.5,3924484,3708637,215847
Florida,2011,6,6.4,1444091,1351669,92422
Michigan,2012,9,8.3,1701207,1560006,141201
Georgia,2023,12,5.1,2956188,2805422,150766
New York,2012,5,9.6,4891506,4421921,469585
Pennsylvania,2019,12,8.7,4486897,4096536,390361
Florida,2019,1,11.8,3480796,3070062,410734
Florida,2019,9,11.3,3412750,3027109,385641
Texas,2018,9,7.3,2091367,1938697,152670
New York,2020,9,9.7,2808668,2536227,272441
Michigan,2012,7,5.0,2385362,2266093,119269
Pennsylvania,2015,2,9.5,3326585,3010559,316026
Michigan,2019,6,3.6,1790792,1726323,64469
New York,2023,5,4.9,1760102,1673857,86245
New York,2013,10,11.5,916609,811198,105411
Illinois,2016,8,10.6,1755464,1569384,186080
Florida,2020,11,3.5,978835,944575,34260
Michigan,2020,9,11.7,3131946,2765508,366438
Washington,2015,12,11.7,2860451,2525778,334673
California,2023,8,6.5,3866176,3614874,251302
Michigan,2021,10,7.7,2949310,2722213,227097
Illinois,2012,6,10.8,2054702,1832794,221908
Texas,2017,7,8.2,521655,478879,42776
Ohio,2015,11,7.1,1021806,949257,72549
Washington,2010,8,5.6,3401112,3210649,190463
California,2020,2,11.3,1604329,1423039,181290
California,2013,8,2.9,4912940,4770464,142476
Illinois,2020,11,4.3,235797,225657,10140
Georgia,2022,6,10.2,4930165,4427288,502877
Ohio,2020,2,6.8,1501471,1399370,102101
Washington,2014,10,11.7,4200321,3708883,491438
Michigan,2019,10,10.8,2998845,2674969,323876
Ohio,2021,1,11.9,3671488,3234580,436908
Georgia,2018,10,3.5,721531,696277,25254
California,2014,9,7.3,1405927,1303294,102633
California,2017,1,5.7,4083063,3850328,232735
Georgia,2018,1,7.2,2492735,2313258,179477
Washington,2019,3,4.0,4995035,4795233,199802
Texas,2011,9,3.7,2801243,2697597,103646
Florida,2022,1,8.9,3627089,3304278,322811
New York,2020,9,7.1,313968,291676,22292
Texas,2014,10,7.5,2447855,2264265,183590
Michigan,2013,6,8.9,1085461,988854,96607
Texas,2010,8,11.5,727915,644204,83711
California,2023,9,6.3,3589550,3363408,226142
New York,2020,6,4.5,136382,130244,6138
Illinois,2020,3,7.4,3305677,3061056,244621
Ohio,2019,7,11.3,1877310,1665173,212137
Florida,2013,6,9.1,4573214,4157051,416163
California,2022,11,5.0,1936517,1839691,96826
Georgia,2014,11,9.9,277946,250429,27517
Ohio,2023,1,2.6,363503,354051,9452
Ohio,2019,9,9.7,2479897,2239346,240551
California,2022,10,4.4,1660121,1587075,73046
Pennsylvania,2021,1,8.7,789317,720646,68671
Ohio,2022,9,8.0,1095791,1008127,87664
Texas,2019,12,5.3,2953501,2796965,156536
Washington,2022,9,5.0,1997459,1897586,99873
New York,2016,9,9.0,4217095,3837556,379539
Georgia,2011,7,8.0,4347328,3999541,347787
California,2023,7,8.7,3851387,3516316,335071
Ohio,2020,3,3.7,3548281,3416994,131287
Georgia,2020,1,5.4,4325872,4092274,233598
Michigan,2015,6,7.3,4796298,4446168,350130
Florida,2020,4,7.2,3118967,2894401,224566
Michigan,2018,1,3.4,892515,862169,30346
Michigan,2022,12,7.4,747122,691834,55288
Ohio,2013,2,10.7,250594,223780,26814
California,2021,10,8.4,2232942,2045374,187568
Ohio,2013,10,8.7,296211,270440,25771
New York,2014,4,7.5,4558434,4216551,341883
Washington,2019,8,9.2,4902850,4451787,451063
Ohio,2019,11,2.7,1226018,1192915,33103
New York,2014,3,4.7,1408064,1341884,66180
Florida,2022,10,9.9,1068410,962637,105773
California,2015,3,10.5,3711880,3322132,389748
Michigan,2013,5,10.4,242617,217384,25233
Illinois,2019,3,8.9,1130120,1029539,100581
Michigan,2021,3,6.3,2667228,2499192,168036
Georgia,2012,1,10.5,4661786,4172298,489488
California,2022,6,10.4,1808086,1620045,188041
New York,2015,7,5.7,1056740,996505,60235
Georgia,2018,1,7.2,4595433,4264561,330872
Illinois,2022,3,3.4,3830864,3700614,130250
New York,2016,1,10.8,2891671,2579370,312301
Ohio,2017,3,10.9,3565685,3177025,388660
Michigan,2023,12,10.7,1015767,907079,108688
Ohio,2016,1,10.6,3469415,3101657,367758
Florida,2013,2,11.7,3743512,3305521,437991
Ohio,2015,2,4.6,4116899,3927521,189378
Michigan,2015,10,7.8,1761127,1623759,137368
Florida,2014,7,11.6,576377,509517,66860
Michigan,2011,4,7.7,1448416,1336887,111529
Washington,2018,3,5.6,2059129,1943817,115312
Illinois,2019,3,11.6,1460764,1291315,169449
New York,2011,1,5.1,1225832,1163314,62518
Texas,2016,5,3.6,940597,906735,33862
California,2014,7,4.4,2550503,2438280,112223
Washington,2014,9,5.3,2976673,2818909,157764
New York,2023,4,11.9,3596425,3168450,427975
Georgia,2010,12,4.8,1861987,1772611,89376
Florida,2012,7,11.5,3210041,2840886,369155
Pennsylvania,2013,8,7.5,1732748,1602791,129957
Illinois,2010,11,7.3,344697,319534,25163
Pennsylvania,2023,3,8.5,1410646,1290741,119905
Pennsylvania,2017,9,10.3,2625525,2355095,270430
Texas,2012,4,7.7,1045161,964683,80478
Florida,2020,12,9.3,2794991,2535056,259935
Florida,2010,3,6.2,1007272,944821,62451
Illinois,2020,1,7.1,636364,591182,45182
Pennsylvania,2011,11,8.3,4364139,4001915,362224
Georgia,2018,7,3.0,2516207,2440720,75487
Texas,2010,2,10.9,1913948,1705327,208621
Pennsylvania,2012,10,12.0,317767,279634,38133
New York,2011,2,8.0,1728782,1590479,138303
Texas,2022,9,10.6,466590,417131,49459
Georgia,2018,7,8.2,3969108,3643641,325467
Illinois,2015,6,4.8,1060655,1009743,50912
California,2014,11,6.7,2711895,2530198,181697
Ohio,2021,9,9.4,1027281,930716,96565
Pennsylvania,2021,9,6.7,3480145,3246975,233170
Michigan,2020,4,2.9,3871414,3759142,112272
Michigan,2023,2,8.4,1672762,1532249,140513
Georgia,2019,9,11.8,3529985,3113446,416539
Michigan,2014,6,9.0,3962230,3605629,356601
Georgia,2013,1,5.5,147361,139256,8105
Pennsylvania,2011,5,11.0,4059978,3613380,446598
Pennsylvania,2020,1,9.7,3523604,3181814,341790
Illinois,2020,7,9.4,222366,201463,20903
Ohio,2014,1,5.5,456440,431335,25105
New York,2014,2,10.4,4829124,4326895,502229
Pennsylvania,2020,2,7.4,3003561,2781297,222264
California,2022,5,3.2,3107446,3008007,99439
Pennsylvania,2012,3,7.5,3697326,3420026,277300
Pennsylvania,2012,7,5.1,1134023,1076187,57836
California,2022,10,9.5,3949182,3574009,375173
New York,2012,4,8.0,1766984,1625625,141359
New York,2022,10,11.0,4298880,3826003,472877
Florida,2022,1,3.4,1572077,1518626,53451
Michigan,2023,8,3.0,1699826,1648831,50995
Georgia,2013,3,2.7,905896,881436,24460
Ohio,2022,7,4.8,131541,125227,6314
Washington,2014,7,4.6,1958777,1868673,90104
Texas,2022,3,7.8,1222207,1126874,95333
Georgia,2022,2,3.8,1915599,1842806,72793
Michigan,2020,1,11.4,584103,517515,66588
Georgia,2013,11,2.5,4555237,4441356,113881
Ohio,2014,10,4.5,2563501,2448143,115358
Pennsylvania,2021,5,3.8,2032919,1955668,77251
New York,2011,9,6.7,363356,339011,24345
Texas,2019,1,3.7,2102507,2024714,77793
Illinois,2013,9,10.9,4877376,4345742,531634
Washington,2022,6,11.6,4856497,4293143,563354
Georgia,2011,4,2.6,3843407,3743478,99929
